x,y
0.0,14.862663240993289
0.1001001001001001,27.12170861558078
0.2002002002002002,11.006998250834997
0.3003003003003003,2.635328662674324
0.4004004004004004,18.314707147871044
0.5005005005005005,-25.44535278137672
0.6006006006006006,-10.344924620487314
0.7007007007007008,-19.17143156318021
0.8008008008008008,4.129051615865658
0.9009009009009009,32.92667074945867
1.001001001001001,-1.4653073601982118
1.1011011011011012,14.814031160738178
1.2012012012012012,-6.094869822764743
1.3013013013013013,-61.02558906242403
1.4014014014014016,18.300580027955903
1.5015015015015016,-4.321259345618351
1.6016016016016017,8.951390041911083
1.7017017017017018,20.87032394675152
1.8018018018018018,22.5325627027366
1.9019019019019021,-32.706619168883456
2.002002002002002,-7.975686102567835
2.1021021021021022,16.525136261099217
2.2022022022022023,2.31796990480382
2.3023023023023024,-16.02501633173371
2.4024024024024024,36.262867956874004
2.5025025025025025,505.98371723410617
2.6026026026026026,19.99611691358691
2.702702702702703,-8.943641541258895
2.802802802802803,28.877374710920936
2.902902902902903,106.15942609431484
3.0030030030030033,34.93978823683209
3.1031031031031033,33.192677714500476
3.2032032032032034,6.181453287532676
3.3033033033033035,403.572666867089
3.4034034034034035,49.14825418552346
3.5035035035035036,-5.382528277045198
3.6036036036036037,25.963024260090588
3.7037037037037037,443.31586079836376
3.8038038038038042,95.80712432149511
3.9039039039039043,-28.892478508025267
4.004004004004004,-14.687303995533998
4.104104104104104,-35.67751260829518
4.2042042042042045,12.92855809909083
4.3043043043043046,39.24670988190822
4.404404404404405,22.366228186978436
4.504504504504505,1.226925122532755
4.604604604604605,48.341290680742
4.704704704704705,27.25662652638222
4.804804804804805,85.80841881792276
4.904904904904905,-15.05172930062793
5.005005005005005,-19.82343817780296
5.105105105105105,10.598556680557643
5.205205205205205,7.6584989326956325
5.305305305305305,12.639994627347992
5.405405405405406,37.84143069096587
5.505505505505506,36.20510493146614
5.605605605605606,-0.27635091478525453
5.705705705705706,1.2125552808653701
5.805805805805806,38.55871488997981
5.9059059059059065,385.7999358688235
6.0060060060060065,23.78247150877077
6.106106106106107,19.594179322230115
6.206206206206207,30.914992534565876
6.306306306306307,76.34400630069602
6.406406406406407,25.61525754112508
6.506506506506507,-18.04458326243464
6.606606606606607,13.481411049861581
6.706706706706707,-15.973174151339776
6.806806806806807,4.266175967630311
6.906906906906907,-6.216336364042782
7.007007007007007,-3.187031708029142
7.107107107107107,7.483607536100706
7.207207207207207,22.29665907870595
7.307307307307307,12.255223793444925
7.407407407407407,-20.83737253476097
7.507507507507508,18.094243914781515
7.6076076076076085,62.34422775990472
7.7077077077077085,-5.337637013429816
7.807807807807809,16.066886541455183
7.907907907907909,53.48095389811341
8.008008008008009,28.91844122506327
8.108108108108109,99.78692862754384
8.208208208208209,51.13189857570224
8.308308308308309,39.59227208230871
8.408408408408409,9.055793220500597
8.508508508508509,-2.1505972067881345
8.608608608608609,25.951511136399315
8.70870870870871,71.24180797080821
8.80880880880881,50.03330606329684
8.90890890890891,4.240453972548604
9.00900900900901,118.37165923676307
9.10910910910911,13.215556651956817
9.20920920920921,75.43552440340311
